AmbulanceR,BikeAge,BikeAlcFlg,BikeDir,BikeInjury,BikeSex,City,County,CrashAlcoh,CrashDay,CrashGrp,CrashHour,CrashMonth,CrashType,CrashYear,DrvrAge,DrvrAlcFlg,DrvrInjury,DrvrSex,DrvrVehTyp,HitRun,Latitude,Longitude,RdConditio,SpeedLimit,TraffCntrl,Weather,Workzone,DrvrAgeImputedFlag,BikeAgeImputedFlag,MonthCode
Yes,62.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Emerald Isle,Carteret,No,Friday,Motorist Failed to Yield - Signalized Intersection,13.0,July,Motorist Drive Out - Right Turn on Red,2010,40.0,No,O: No Injury,Male,Sport Utility,No,34.66482458,-77.03487765,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,7
Yes,46.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Davidson,No,Tuesday,Backing Vehicle,16.0,August,Backing Vehicle,2010,17.0,No,O: No Injury,Male,Pickup,No,35.9457608,-80.2582083,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,8
No,8.0,No,With Traffic,C: Possible Injury,Male,Clinton,Sampson,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18.0,August,Bicyclist Ride Through - Sign-Controlled Intersection,2010,62.0,No,O: No Injury,Female,Passenger Car,No,34.9965341,-78.34165754,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,8
Yes,48.0,No,Facing Traffic,K: Killed,Male,None - Rural Crash,Vance,No,Tuesday,Head-On,21.0,August,Head-On - Bicyclist,2010,42.0,No,O: No Injury,Female,Passenger Car,No,36.4288633,-78.43482113,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,8
Yes,25.0,No,With Traffic,C: Possible Injury,Male,Hendersonville,Henderson,No,Friday,Bicyclist Left Turn / Merge,15.0,July,Bicyclist Left Turn - Same Direction,2010,59.0,No,O: No Injury,Female,Passenger Car,No,35.313725,-82.457138,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,7
No,41.0,No,With Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,No,Monday,Motorist Overtaking Bicyclist,22.0,August,Motorist Overtaking - Other / Unknown,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.02701278,-78.92887013,Dry,20 - 25  MPH,No Control Present,Clear,No,1,0,8
No,36.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Greensboro,Guilford,No,Monday,Motorist Failed to Yield - Midblock,10.0,August,Motorist Drive Out - Residential Driveway,2010,77.0,No,O: No Injury,Female,Passenger Car,No,36.09069489,-79.8555276,Dry,Unknown,No Control Present,Cloudy,No,0,0,8
No,4.0,Missing,Not Applicable,B: Suspected Minor Injury,Male,Wilmington,New Hanover,No,Sunday,Bicyclist Failed to Yield - Midblock,14.0,August,Bicyclist Ride Out - Other Midblock,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,34.2445039,-77.90392593,Dry,20 - 25  MPH,No Control Present,Cloudy,No,1,0,8
Yes,19.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Winston-Salem,Forsyth,No,Monday,Other / Unusual Circumstances,19.0,July,Motorist Intentionally Caused,2010,42.03850604944766,Unknown,Unknown Injury,Unknown,Unknown,Yes,36.07034207,-80.21928441,Dry,20 - 25  MPH,No Control Present,Clear,No,1,0,7
Yes,49.0,Unknown,Unknown,B: Suspected Minor Injury,Male,Carolina Beach,New Hanover,No,Saturday,Crossing Paths - Other Circumstances,15.0,July,Crossing Paths - Intersection - Other / Unknown,2010,57.0,No,O: No Injury,Female,Van,No,34.03767124,-77.89396957,Dry,20 - 25  MPH,No Control Present,Cloudy,No,0,0,7
Yes,50.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Wake Forest,Wake,No,Tuesday,Motorist Failed to Yield - Midblock,17.0,July,Motorist Drive Out - Midblock - Unknown,2010,46.0,No,O: No Injury,Male,Sport Utility,No,35.92114561,-78.54436819,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,7
Yes,22.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,2.0,July,Motorist Drive Through - Sign-Controlled Intersection,2010,55.0,No,O: No Injury,Female,Passenger Car,No,35.23411335,-80.82223703,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,7
No,31.0,No,With Traffic,B: Suspected Minor Injury,Male,Farmville,Pitt,No,Wednesday,Bicyclist Left Turn / Merge,16.0,August,Bicyclist Left Turn - Same Direction,2010,68.0,No,O: No Injury,Female,Van,No,35.59153859,-77.59017366,Dry,30 - 35  MPH,Yield Sign,Clear,No,0,0,8
No,51.0,No,Facing Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,18.0,January,Motorist Drive Out - Sign-Controlled Intersection,2009,22.0,No,O: No Injury,Female,Passenger Car,No,35.15677,-80.92221,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,1
Yes,35.0,No,With Traffic,B: Suspected Minor Injury,Male,Raleigh,Wake,No,Thursday,Motorist Failed to Yield - Sign-Controlled Intersection,22.0,July,Motorist Drive Out - Sign-Controlled Intersection,2010,33.0,No,O: No Injury,Male,Passenger Car,No,35.84200412,-78.57521636,Wet,40 - 45  MPH,Stop Sign,Rain,No,0,0,7
No,42.0,No,With Traffic,B: Suspected Minor Injury,Male,Raleigh,Wake,No,Wednesday,Motorist Left Turn / Merge,17.0,July,Motorist Left Turn - Opposite Direction,2010,47.0,No,O: No Injury,Female,Passenger Car,No,35.78894141,-78.68631389,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,7
No,57.0,No,Not Applicable,O: No Injury,Male,Raleigh,Wake,No,Saturday,Crossing Paths - Other Circumstances,2.0,July,Crossing Paths - Intersection - Other / Unknown,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.83778689,-78.61297287,Dry,40 - 45  MPH,No Control Present,Clear,No,1,0,7
No,37.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Durham,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,18.0,August,Motorist Drive Out - Sign-Controlled Intersection,2010,70.0,No,O: No Injury,Male,Sport Utility,No,36.01005344,-78.99004227,Dry,40 - 45  MPH,Stop Sign,Clear,No,0,0,8
No,11.0,No,With Traffic,C: Possible Injury,Male,Bermuda Run,Davie,No,Thursday,Motorist Overtaking Bicyclist,13.0,July,Motorist Overtaking - Other / Unknown,2010,42.03850604944766,Unknown,Unknown Injury,Unknown,Passenger Car,Yes,36.01123027,-80.42117382,Dry,30 - 35  MPH,No Control Present,Clear,No,1,0,7
Yes,6.0,No,Unknown,C: Possible Injury,Male,None - Rural Crash,Rowan,No,Thursday,Backing Vehicle,19.0,August,Backing Vehicle,2010,53.0,No,O: No Injury,Female,Passenger Car,No,35.55527101,-80.48652739,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,8
No,49.0,No,Facing Traffic,C: Possible Injury,Female,Oak Island,Brunswick,No,Wednesday,Motorist Failed to Yield - Signalized Intersection,11.0,July,Motorist Drive Out - Signalized Intersection,2010,71.0,No,O: No Injury,Male,Van,No,33.91210003,-78.10597825,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,7
Yes,38.0,No,With Traffic,O: No Injury,Male,Smithfield,Johnston,No,Wednesday,Bicyclist Failed to Yield - Sign-Controlled Intersection,15.0,August,Bicyclist Ride Out - Sign-Controlled Intersection,2010,57.0,No,O: No Injury,Male,Pickup,No,35.51654261,-78.32249767,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,8
No,19.0,No,Facing Traffic,O: No Injury,Male,Charlotte,Mecklenburg,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,15.0,August,Motorist Drive Out - Sign-Controlled Intersection,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.34229964,-80.76880339,Dry,5 - 15 MPH,Stop Sign,Clear,No,1,0,8
No,25.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Thursday,Motorist Left Turn / Merge,23.0,August,Motorist Left Turn - Same Direction,2010,22.0,No,O: No Injury,Female,Passenger Car,No,35.22820354,-80.83928181,Dry,30 - 35  MPH,Other,Clear,No,0,0,8
Yes,12.0,No,Not Applicable,B: Suspected Minor Injury,Male,None - Rural Crash,Guilford,No,Monday,Bicyclist Failed to Yield - Midblock,14.0,August,Bicyclist Ride Out - Residential Driveway,2010,40.0,No,O: No Injury,Male,Passenger Car,No,36.20027343,-79.6592911,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,8
Yes,15.0,No,With Traffic,B: Suspected Minor Injury,Male,Apex,Wake,No,Friday,Loss of Control / Turning Error,14.0,August,Motorist Lost Control - Other / Unknown,2010,35.0,No,O: No Injury,Male,Passenger Car,No,35.72504142,-78.85729242,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,8
No,11.0,No,Facing Traffic,C: Possible Injury,Male,Gastonia,Gaston,No,Monday,Head-On,15.0,August,Head-On - Bicyclist,2010,53.0,No,O: No Injury,Male,Passenger Car,No,35.22130998,-81.2143237,Dry,30 - 35  MPH,No Control Present,Cloudy,No,0,0,8
No,18.0,No,Facing Traffic,C: Possible Injury,Male,Greensboro,Guilford,No,Tuesday,Motorist Failed to Yield - Midblock,18.0,August,Motorist Drive Out - Commercial Driveway / Alley,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,36.07653591,-79.75650613,Dry,Unknown,No Control Present,Clear,No,1,0,8
Yes,36.0,No,Facing Traffic,C: Possible Injury,Male,High Point,Guilford,No,Monday,Crossing Paths - Other Circumstances,8.0,July,Signalized Intersection - Other / Unknown,2010,39.0,No,O: No Injury,Male,Pickup,No,35.93170316,-79.97824899,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,7
Yes,48.0,Yes,With Traffic,A: Suspected Serious Injury,Male,Rocky Mount,Edgecombe,Yes,Monday,Bicyclist Failed to Yield - Signalized Intersection,22.0,June,Bicyclist Ride Through - Signalized Intersection,2010,21.0,No,O: No Injury,Female,Passenger Car,No,35.94865405,-77.7860935,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,6
Yes,16.0,No,With Traffic,B: Suspected Minor Injury,Male,Kitty Hawk,Dare,No,Monday,Bicyclist Failed to Yield - Sign-Controlled Intersection,18.0,July,Bicyclist Ride Through - Sign-Controlled Intersection,2010,50.0,No,O: No Injury,Male,Passenger Car,No,36.09911706,-75.72049984,Dry,50 - 55  MPH,Stop And Go Signal,Clear,No,0,0,7
Yes,37.0,No,With Traffic,B: Suspected Minor Injury,Female,Greensboro,Guilford,No,Saturday,Motorist Left Turn / Merge,10.0,August,Motorist Left Turn - Opposite Direction,2010,23.0,No,O: No Injury,Male,Pickup,No,36.03866217,-79.90676197,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,8
Yes,52.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Durham,No,Tuesday,Motorist Overtaking Bicyclist,7.0,August,Motorist Overtaking - Misjudged Space,2010,49.0,No,O: No Injury,Male,Passenger Car,No,36.22539231,-78.90293,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,8
Yes,17.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Carteret,No,Monday,Motorist Overtaking Bicyclist,23.0,August,Motorist Overtaking - Undetected Bicyclist,2010,21.0,No,O: No Injury,Male,Passenger Car,No,34.74342337,-76.82485741,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,8
Yes,17.0,No,With Traffic,A: Suspected Serious Injury,Male,None - Rural Crash,Carteret,No,Monday,Motorist Overtaking Bicyclist,1.0,August,Motorist Overtaking - Undetected Bicyclist,2010,28.0,No,O: No Injury,Male,Passenger Car,No,34.8533908,-76.89170012,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,8
Yes,46.0,No,With Traffic,B: Suspected Minor Injury,Male,Pineville,Mecklenburg,No,Saturday,Motorist Left Turn / Merge,11.0,July,Motorist Left Turn - Opposite Direction,2010,48.0,No,O: No Injury,Female,Passenger Car,No,35.09466407,-80.86709521,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,7
No,29.0,No,Facing Traffic,O: No Injury,Male,Charlotte,Mecklenburg,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,16.0,August,Motorist Drive Out - Sign-Controlled Intersection,2010,49.0,No,O: No Injury,Female,Van,No,35.23377523,-80.77459735,Dry,30 - 35  MPH,Stop Sign,Clear,No,0,0,8
No,30.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Guilford,No,Saturday,Bicyclist Overtaking Motorist,12.0,August,Bicyclist Overtaking - Other / Unknown,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Van,No,36.07581755,-79.99516517,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,1,0,8
Yes,65.0,Yes,Not Applicable,B: Suspected Minor Injury,Male,Wilmington,New Hanover,Yes,Friday,Bicyclist Failed to Yield - Midblock,15.0,August,Bicyclist Ride Out - Other Midblock,2010,25.0,No,C: Possible Injury,Male,Passenger Car,No,34.20036589,-77.93951601,Wet,40 - 45  MPH,No Control Present,Cloudy,No,0,0,8
Yes,27.0,No,With Traffic,C: Possible Injury,Male,Wilmington,New Hanover,No,Friday,Motorist Left Turn / Merge,7.0,August,Motorist Left Turn - Opposite Direction,2010,27.0,No,O: No Injury,Female,Passenger Car,No,34.19466557,-77.93625671,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,0,0,8
Yes,40.0,No,Facing Traffic,B: Suspected Minor Injury,Female,Wilmington,New Hanover,No,Saturday,Motorist Failed to Yield - Sign-Controlled Intersection,17.0,July,Motorist Drive Out - Sign-Controlled Intersection,2010,71.0,No,O: No Injury,Male,Passenger Car,No,34.25175391,-77.82649543,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,7
No,18.0,No,With Traffic,B: Suspected Minor Injury,Male,Asheville,Buncombe,No,Thursday,Bicyclist Failed to Yield - Sign-Controlled Intersection,19.0,July,Bicyclist Ride Through - Sign-Controlled Intersection,2010,33.0,No,O: No Injury,Female,Sport Utility,No,35.57024274,-82.57834843,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,7
Yes,23.0,No,Not Applicable,B: Suspected Minor Injury,Male,Raleigh,Wake,No,Friday,Non-Roadway,12.0,July,Non-Roadway,2010,42.0,No,O: No Injury,Female,Sport Utility,No,35.78577656,-78.67214585,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,7
No,17.0,No,With Traffic,O: No Injury,Male,None - Rural Crash,Orange,No,Monday,Bicyclist Left Turn / Merge,17.0,August,Bicyclist Left Turn - Same Direction,2010,26.0,No,O: No Injury,Female,Van,No,36.09253763,-79.21429714,Dry,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,0,0,8
Yes,28.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Saturday,Motorist Left Turn / Merge,13.0,August,Motorist Left Turn - Opposite Direction,2010,43.0,No,O: No Injury,Male,Sport Utility,No,35.22365538,-80.8538584,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,8
No,38.0,No,With Traffic,C: Possible Injury,Male,Asheboro,Randolph,No,Sunday,Motorist Failed to Yield - Sign-Controlled Intersection,18.0,August,Motorist Drive Through - Sign-Controlled Intersection,2010,78.0,No,O: No Injury,Male,Passenger Car,No,35.70486908,-79.80410587,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,8
Yes,21.0,No,Facing Traffic,B: Suspected Minor Injury,Male,Goldsboro,Wayne,No,Friday,Parallel Paths - Other Circumstances,14.0,July,Bicyclist Ride Out - Parallel Path,2010,22.0,No,O: No Injury,Female,Passenger Car,No,35.38726696,-77.9910136,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,7
No,44.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Harnett,No,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,8.0,August,Motorist Drive Out - Sign-Controlled Intersection,2010,17.0,No,O: No Injury,Female,Passenger Car,No,35.46059454,-78.77848079,Dry,50 - 55  MPH,Stop Sign,Clear,No,0,0,8
Yes,9.0,No,With Traffic,B: Suspected Minor Injury,Male,Oak Island,Brunswick,No,Monday,Crossing Paths - Other Circumstances,20.0,July,Crossing Paths - Intersection - Other / Unknown,2010,16.0,No,O: No Injury,Female,Passenger Car,No,33.91236521,-78.13293918,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,7
No,31.0,No,Facing Traffic,O: No Injury,Male,Raleigh,Wake,No,Friday,Motorist Left Turn / Merge,22.0,August,Motorist Left Turn - Same Direction,2010,27.0,No,O: No Injury,Male,Unknown,Yes,35.78097852,-78.65053117,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,8
Yes,51.0,No,With Traffic,C: Possible Injury,Male,Durham,Durham,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,2.0,August,Motorist Drive Out - Sign-Controlled Intersection,2010,44.0,No,O: No Injury,Female,Passenger Car,No,36.02910303,-78.9124776,Dry,30 - 35  MPH,Stop Sign,Cloudy,No,0,0,8
Yes,46.0,No,Facing Traffic,C: Possible Injury,Male,Raleigh,Wake,No,Tuesday,Motorist Failed to Yield - Signalized Intersection,14.0,August,Motorist Drive Out - Signalized Intersection,2010,26.0,No,O: No Injury,Female,Passenger Car,No,35.85497183,-78.58591578,Dry,40 - 45  MPH,Stop And Go Signal,Clear,No,0,0,8
No,14.0,No,Facing Traffic,C: Possible Injury,Male,Wilson,Wilson,No,Tuesday,Bicyclist Failed to Yield - Signalized Intersection,11.0,August,Bicyclist Ride Through - Signalized Intersection,2010,56.0,No,O: No Injury,Female,Passenger Car,No,35.71859717,-77.93443964,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,8
No,24.0,No,Not Applicable,O: No Injury,Male,Jacksonville,Onslow,No,Tuesday,Non-Roadway,15.0,August,Non-Roadway,2010,34.0,No,O: No Injury,Female,Passenger Car,No,34.77675678,-77.39129098,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,8
Yes,17.0,No,Facing Traffic,C: Possible Injury,Male,Fayetteville,Cumberland,No,Monday,Head-On,17.0,August,Head-On - Bicyclist,2010,73.0,No,O: No Injury,Male,Passenger Car,No,35.07643255,-78.99481026,Dry,20 - 25  MPH,No Control Present,Clear,No,0,0,8
No,4.0,No,Not Applicable,C: Possible Injury,Female,Greensboro,Guilford,No,Monday,Non-Roadway,19.0,August,Non-Roadway,2010,62.0,No,O: No Injury,Female,Passenger Car,No,36.0652292,-79.76195051,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,8
Yes,29.0,No,With Traffic,B: Suspected Minor Injury,Male,Marietta,Robeson,No,Thursday,Other / Unusual Circumstances,0.0,August,Unusual Circumstances,2010,33.0,No,O: No Injury,Female,Passenger Car,No,34.35973651,-79.12150685,Dry,40 - 45  MPH,No Control Present,Clear,No,0,0,8
Yes,26.0,No,Not Applicable,C: Possible Injury,Male,Wilmington,New Hanover,No,Monday,Motorist Failed to Yield - Midblock,19.0,August,Motorist Drive Out - Commercial Driveway / Alley,2010,25.0,No,O: No Injury,Male,Passenger Car,No,34.23410142,-77.86887978,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,8
Yes,48.0,No,With Traffic,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Saturday,Motorist Overtaking Bicyclist,21.0,August,Motorist Overtaking - Misjudged Space,2010,42.03850604944766,Missing,Unknown Injury,Unknown,Unknown,Yes,35.23631856,-80.83078133,Wet,30 - 35  MPH,Stop And Go Signal,Rain,No,1,0,8
Yes,36.0,No,Facing Traffic,C: Possible Injury,Male,Charlotte,Mecklenburg,No,Friday,Motorist Failed to Yield - Sign-Controlled Intersection,15.0,August,Motorist Drive Out - Sign-Controlled Intersection,2010,26.0,No,O: No Injury,Female,Passenger Car,No,35.1560483,-80.74835861,Dry,40 - 45  MPH,Yield Sign,Clear,No,0,0,8
Yes,56.0,No,Unknown,B: Suspected Minor Injury,Male,Charlotte,Mecklenburg,No,Friday,Bicyclist Failed to Yield - Sign-Controlled Intersection,13.0,August,Bicyclist Ride Through - Sign-Controlled Intersection,2010,48.0,No,O: No Injury,Female,Sport Utility,No,35.23621171,-80.81449689,Dry,20 - 25  MPH,Stop Sign,Clear,No,0,0,8
Yes,8.0,No,Not Applicable,C: Possible Injury,Male,None - Rural Crash,Lincoln,No,Monday,Bicyclist Failed to Yield - Midblock,19.0,August,Bicyclist Ride Out - Residential Driveway,2010,25.0,No,O: No Injury,Female,Passenger Car,No,35.40490592,-81.01263915,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,8
Yes,14.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Johnston,No,Saturday,Bicyclist Failed to Yield - Midblock,16.0,August,Bicyclist Ride Out - Other Midblock,2010,83.0,No,C: Possible Injury,Male,Passenger Car,No,35.56037487,-78.3906526,Dry,50 - 55  MPH,No Control Present,Clear,No,0,0,8
Yes,25.0,No,Facing Traffic,C: Possible Injury,Female,Jacksonville,Onslow,No,Tuesday,Motorist Failed to Yield - Midblock,15.0,August,Motorist Drive Out - Other Midblock,2010,47.0,No,O: No Injury,Male,Pickup,No,34.77279031,-77.40894955,Dry,20 - 25  MPH,Stop Sign,Cloudy,No,0,0,8
Yes,44.0,Yes,Not Applicable,B: Suspected Minor Injury,Male,Smithfield,Johnston,Yes,Saturday,Non-Roadway,17.0,August,Non-Roadway,2010,58.0,No,O: No Injury,Female,Passenger Car,No,35.5048803,-78.32493398,Dry,5 - 15 MPH,No Control Present,Clear,No,0,0,8
No,40.0,No,With Traffic,B: Suspected Minor Injury,Male,None - Rural Crash,Wake,No,Monday,Loss of Control / Turning Error,9.0,August,Motorist Lost Control - Other / Unknown,2010,39.0,No,O: No Injury,Male,"Light Truck (Mini-Van, Panel)",No,35.77169661,-78.65276477,Dry,20 - 25  MPH,Stop And Go Signal,Clear,No,0,0,8
Yes,61.0,No,Not Applicable,B: Suspected Minor Injury,Male,High Point,Guilford,No,Monday,Bicyclist Failed to Yield - Midblock,20.0,August,Bicyclist Ride Out - Other Midblock,2010,23.0,No,O: No Injury,Male,Passenger Car,No,35.98534446,-80.02453093,Dry,30 - 35  MPH,No Control Present,Clear,No,0,0,8
Yes,41.0,No,With Traffic,B: Suspected Minor Injury,Male,High Point,Guilford,No,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,15.0,August,Motorist Drive Through - Sign-Controlled Intersection,2010,30.0,No,O: No Injury,Male,Passenger Car,No,35.94256477,-80.00901863,Dry,30 - 35  MPH,Stop Sign,Cloudy,No,0,0,8
Yes,20.0,No,With Traffic,C: Possible Injury,Male,Hickory,Catawba,No,Wednesday,Crossing Paths - Other Circumstances,18.0,August,Signalized Intersection - Other / Unknown,2010,49.0,No,O: No Injury,Male,Sport Utility,No,35.72355495,-81.33853376,Dry,20 - 25  MPH,Stop And Go Signal,Cloudy,No,0,0,8
Yes,22.0,No,Facing Traffic,C: Possible Injury,Female,Hickory,Catawba,No,Friday,Motorist Failed to Yield - Signalized Intersection,20.0,August,Motorist Drive Out - Signalized Intersection,2010,68.0,No,O: No Injury,Female,Passenger Car,No,35.7395311,-81.32354727,Dry,30 - 35  MPH,Stop And Go Signal,Clear,No,0,0,8
